dlga_camp_blacksmith_quest_ha_2:camp_blacksmith_quest_ha_3|Командир, позвольте мне все еще раз измерить. Я сделаю все быстро. 
dlga_camp_blacksmith_quest_ha_3:camp_blacksmith_quest_ha_4|И?
dlga_camp_blacksmith_quest_ha_4:close_window|Этот конь и эта броня созданы друг для друга! ^^Надо подогнать все детали брони, я считаю, что через две недели вы сможете сесть в седло лучшего коня этого мира.
dlga_start:camp_blacksmith_task_1|Вам нужно что-нибудь еще, командир?^^^^^(предмет в 1 слоте главного инвентаря)
dlga_camp_blacksmith_task_1:camp_blacksmith_task_2|Да, восстановите эту вещь для меня.
dlga_camp_blacksmith_task_1:close_window|Нет, сейчас ничего не нужно.
dlga_camp_blacksmith_task_2:camp_blacksmith_task_3|{s2}
dlga_camp_blacksmith_task_3:close_window|Я поговорю с вами позднее.
dlga_camp_blacksmith_task_3:close_window.1|Для меня это звучит хорошо.
dlga_camp_blacksmith_task_3:close_window.2|Это слишком долго. В другое время.
dlga_start:close_window.48|Лошадь поправится очень быстро и восстановит свои силы через {reg1} дней.
dlga_start:camp_vet_jobdone_1|Ваш {s2} полностью здоров.
dlga_camp_vet_jobdone_1:close_window|Это же просто великолепно.
dlga_start:close_window.49|Ваша лошадь готова, но в вашем багаже нет для нее места.
dlga_start:camp_vet_task_1|Что я могу сделать для вас?^^^^^(конь из 1 слота основного инвентаря)
dlga_camp_vet_task_1:camp_vet_task_2|Можешь посмотреть на этого коня?
dlga_camp_vet_task_1:close_window|Ничего не нужно.
dlga_camp_vet_task_2:camp_vet_task_3|{s2}
dlga_camp_vet_task_3:close_window|Поговорим позднее.
dlga_camp_vet_task_3:close_window.1|Это хорошо.
dlga_camp_vet_task_3:close_window.2|Это слишком долго.
